id,collection,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en],pdf_filename,issueurl,pdfname,title,author_problem,date-text,author_citation
+,2451/61976,"McKenzie, Earl",,2007,,"Earl McKenzie, ""A Discovery of Mangoes,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/2r33-udua",https://doi.org/10.33682/2r33-udua,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Discovery of Mangoes,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402123.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402123.pdf,A Discovery of Mangoes,,Spring-Summer 2007,Earl McKenzie
+,2451/61976,"Pollard, Velma",,2007,,"Velma Pollard, ""In the House of Memory,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/pg6s-2skq",https://doi.org/10.33682/pg6s-2skq,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,In the House of Memory,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402075.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402075.pdf,In the House of Memory,,Spring-Summer 2007,Velma Pollard
+,2451/61976,"Adisa, Opal Palmer",,2007,,"Opal Palmer Adisa, ""Both Sides,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/s4fc-dhpc",https://doi.org/10.33682/s4fc-dhpc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Both Sides,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402023.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402023.pdf,Both Sides,,Spring-Summer 2007,Opal Palmer Adisa
+,2451/61976,"Adisa, Opal Palmer",,2007,,"Opal Palmer Adisa, ""My Sister's Voice,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/6pmb-87ee",https://doi.org/10.33682/6pmb-87ee,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,My Sister's Voice,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402025.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402025.pdf,My Sister's Voice,,Spring-Summer 2007,Opal Palmer Adisa
+,2451/61976,"Adisa, Opal Palmer",,2007,,"Opal Palmer Adisa, ""My School's Voice,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/v0vy-r7ku",https://doi.org/10.33682/v0vy-r7ku,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,My School's Voice,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402026.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402026.pdf,My School's Voice,,Spring-Summer 2007,Opal Palmer Adisa
+,2451/61976,"Johnson, Niki",,2007,,"Niki Johnson, ""Mongooses,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/wd00-g2bj",https://doi.org/10.33682/wd00-g2bj,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Mongooses,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402032.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402032.pdf,Mongooses,,Spring-Summer 2007,Niki Johnson
+,2451/61976,"Johnson, Niki",,2007,,"Niki Johnson, ""5 Years Later,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/h1b5-qp5j",https://doi.org/10.33682/h1b5-qp5j,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,5 Years Later,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402034.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402034.pdf,5 Years Later,,Spring-Summer 2007,Niki Johnson
+,2451/61976,"Lake, Edgar O.",,2007,,"Edgar O. Lake, ""Little Richard's Second Coming,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/sv3y-f89a",https://doi.org/10.33682/sv3y-f89a,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Little Richard's Second Coming,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402068.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402068.pdf,Little Richard's Second Coming,,Spring-Summer 2007,Edgar O. Lake
+,2451/61976,"Lake, Edgar O.",,2007,,"Edgar O. Lake, ""Walcott Reads to Brodsky's God-Mother,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/7vbc-ex4a",https://doi.org/10.33682/7vbc-ex4a,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Walcott Reads to Brodsky's God-Mother,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402070.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402070.pdf,Walcott Reads to Brodsky's God-Mother,,Spring-Summer 2007,Edgar O. Lake
+,2451/61976,"Romeo-Mark, Althea",,2007,,"Althea Romeo-Mark, ""Revolution and Reggae,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/hs3w-de9h",https://doi.org/10.33682/hs3w-de9h,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Revolution and Reggae,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402046.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402046.pdf,Revolution and Reggae,,Spring-Summer 2007,Althea Romeo-Mark
+,2451/61976,"Simba, Adziko",,2007,,"Adziko Simba, ""The Blacks and The Blues,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/rwcq-jwrh",https://doi.org/10.33682/rwcq-jwrh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Blacks and The Blues,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402059.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402059.pdf,The Blacks and The Blues,,Spring-Summer 2007,Adziko Simba
+,2451/61976,"George, Verna",,2007,,"Verna George, ""In Miami Immigration,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/q7ab-rfjn",https://doi.org/10.33682/q7ab-rfjn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,In Miami Immigration,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402035.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402035.pdf,In Miami Immigration,,Spring-Summer 2007,Verna George
+,2451/61976,"Warner, Basil",,2007,,"Basil Warner, ""Exile,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/baad-7dur",https://doi.org/10.33682/baad-7dur,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Exile,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402113.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402113.pdf,Exile,,Spring-Summer 2007,Basil Warner
+,2451/61976,"Sylvester, Everton",,2007,,"Everton Sylvester, ""Fiah,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/66ym-sjuf",https://doi.org/10.33682/66ym-sjuf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fiah,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402061.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402061.pdf,Fiah,,Spring-Summer 2007,Everton Sylvester
+,2451/61976,"Maraj, Renuka",,2007,,"Renuka Maraj, ""Hissing Venom,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/e5cf-xk5f",https://doi.org/10.33682/e5cf-xk5f,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Hissing Venom,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402067.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402067.pdf,Hissing Venom,,Spring-Summer 2007,Renuka Maraj
+,2451/61976,"Thompson, Ralph",,2007,,"Ralph Thompson, ""Seasons,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/frk7-41xe",https://doi.org/10.33682/frk7-41xe,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Seasons,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402132.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402132.pdf,Seasons,,Spring-Summer 2007,Ralph Thompson
+,2451/61976,"Mair, Raymond",,2007,,"Raymond Mair, ""Exile,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/6nce-2up7",https://doi.org/10.33682/6nce-2up7,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Exile,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402131.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402131.pdf,Exile,,Spring-Summer 2007,Raymond Mair
+,2451/61976,"obė, paula",,2007,,"paula obė, ""Men in Robes,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/06ck-2uwz",https://doi.org/10.33682/06ck-2uwz,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Men in Robes,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402072.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402072.pdf,Men in Robes,,Spring-Summer 2007,paula obė
+,2451/61976,"obė, paula",,2007,,"paula obė, ""Late Night Rhapsody,"" Calabash: a Journal of Caribbean Arts and Letters 4, no. 2 (Spring-Summer 2007), https://doi.org/10.33682/kevp-q0uh",https://doi.org/10.33682/kevp-q0uh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Late Night Rhapsody,Article,2,Calabash: a Journal of Caribbean Arts and Letters,4,0402074.pdf,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402074.pdf,Late Night Rhapsody,,Spring-Summer 2007,paula obė
+,2451/61976,"McKenzie, Earl",,2008,,"Earl McKenzie, ""Poet,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/njcx-3cr3",https://doi.org/10.33682/njcx-3cr3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Poet,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501028.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501028.pdf,Poet,,Summer-Fall 2008,Earl McKenzie
+,2451/61976,"Cramer, Steven",,2008,,"Steven Cramer, ""Dorado,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/gby9-5cr5",https://doi.org/10.33682/gby9-5cr5,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Dorado,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501029.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501029.pdf,Dorado,,Summer-Fall 2008,Steven Cramer
+,2451/61976,"Barber-Wood, Gwyneth",,2008,,"Gwyneth Barber-Wood, ""The Verandah,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/kxr2-2d84",https://doi.org/10.33682/kxr2-2d84,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Verandah,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501030.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501030.pdf,The Verandah,,Summer-Fall 2008,Gwyneth Barber-Wood
+,2451/61976,"Graham, Millicent A.",,2008,,"Millicent A. Graham, ""Yellow Dog,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/4xj2-yqyb",https://doi.org/10.33682/4xj2-yqyb,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Yellow Dog,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501031.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501031.pdf,Yellow Dog,,Summer-Fall 2008,Millicent A. Graham
+,2451/61976,"Lewis, Cordella",,2008,,"Cordella Lewis, ""Brother Jonathan,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/4mq3-ny9u",https://doi.org/10.33682/4mq3-ny9u,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Brother Jonathan,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501032.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501032.pdf,Brother Jonathan,,Summer-Fall 2008,Cordella Lewis
+,2451/61976,"Edwards, Carroll",,2008,,"Carroll Edwards, ""Rhythms of Life,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/zhbs-aax7",https://doi.org/10.33682/zhbs-aax7,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Rhythms of Life,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501033.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501033.pdf,Rhythms of Life,,Summer-Fall 2008,Carroll Edwards
+,2451/61976,"Coke, Francis",,2008,,"Francis Coke, ""My Gramma Cleo,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/xk6p-7rtt",https://doi.org/10.33682/xk6p-7rtt,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,My Gramma Cleo,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501035.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501035.pdf,My Gramma Cleo,ambiguous,Summer-Fall 2008,Francis Coke
+,2451/61976,"Coke, Francis",,2008,,"Francis Coke, ""My Daughter Grows Up,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/tqrd-nnmk",https://doi.org/10.33682/tqrd-nnmk,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,My Daughter Grows Up,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501036.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501036.pdf,My Daughter Grows Up,ambiguous,Summer-Fall 2008,Francis Coke
+,2451/61976,"Hall, Hyacinth",,2008,,"Hyacinth Hall, ""Heartland,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/exbq-mnds",https://doi.org/10.33682/exbq-mnds,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Heartland,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501034.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501034.pdf,Heartland,,Summer-Fall 2008,Hyacinth Hall
+,2451/61976,"Coke, Frances-Marie",,2008,,"Frances-Marie Coke, ""The Veranda: A Tribute,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/tr1k-ds80",https://doi.org/10.33682/tr1k-ds80,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Veranda: A Tribute,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501037.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501037.pdf,The Veranda: A Tribute,ambiguous,Summer-Fall 2008,Frances-Marie Coke
+,2451/61976,"Leach, Sharon",,2008,,"Sharon Leach, ""Mortals,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/2um6-m7pv",https://doi.org/10.33682/2um6-m7pv,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Mortals,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501038.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501038.pdf,Mortals,,Summer-Fall 2008,Sharon Leach
+,2451/61976,"Carnegie, Veronica",,2008,,"Veronica Carnegie, ""Fly Saw Clearly,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/4bga-z518",https://doi.org/10.33682/4bga-z518,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fly Saw Clearly,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501039.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501039.pdf,Fly Saw Clearly,,Summer-Fall 2008,Veronica Carnegie
+,2451/61976,"George, Verna",,2008,,"Verna George, ""In Heroes' Circle,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/3mw8-fetq",https://doi.org/10.33682/3mw8-fetq,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,In Heroes' Circle,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501040.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501040.pdf,In Heroes' Circle,,Summer-Fall 2008,Verna George
+,2451/61976,"George, Verna",,2008,,"Verna George, ""Childhood,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/0v8n-twxu",https://doi.org/10.33682/0v8n-twxu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Childhood,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501041.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501041.pdf,Childhood,,Summer-Fall 2008,Verna George
+,2451/61976,"Lim, Ann-Margaret",,2008,,"Ann-Margaret Lim, ""When I Die,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/4hgz-vyx6",https://doi.org/10.33682/4hgz-vyx6,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,When I Die,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501042.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501042.pdf,"""When I Die""",,Summer-Fall 2008,Ann-Margaret Lim
+,2451/61976,"Lim, Ann-Margaret",,2008,,"Ann-Margaret Lim, ""The Cave,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/5at8-zxpq",https://doi.org/10.33682/5at8-zxpq,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Cave,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501043.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501043.pdf,The Cave,,Summer-Fall 2008,Ann-Margaret Lim
+,2451/61976,"Rousseau, Ashley",,2008,,"Ashley Rousseau, ""A Fish-Eye Country,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/9fn0-1mf1",https://doi.org/10.33682/9fn0-1mf1,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Fish-Eye Country,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501044.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501044.pdf,A Fish-Eye Country,,Summer-Fall 2008,Ashley Rousseau
+,2451/61976,"Murphy, Yvonne C.",,2008,,"Yvonne C. Murphy, ""Bioluminescence,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/6rur-3jbp",https://doi.org/10.33682/6rur-3jbp,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Bioluminescence,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501001.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501001.pdf,Bioluminescence,ambiguous,Summer-Fall 2008,Yvonne C. Murphy
+,2451/61976,"Stewart, Bob",,2008,,"Bob Stewart, ""Shantimee,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/ktp0-z84n",https://doi.org/10.33682/ktp0-z84n,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Shantimee,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501002.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501002.pdf,Shantimee,,Summer-Fall 2008,Bob Stewart
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""Mariposa,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/s5g7-mrvu",https://doi.org/10.33682/s5g7-mrvu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Mariposa,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501003.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501003.pdf,Mariposa,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""City of Poetry,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/1j1y-h1dd",https://doi.org/10.33682/1j1y-h1dd,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,City of Poetry,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501004.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501004.pdf,City of Poetry,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""DM5,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/6qmt-6mq3",https://doi.org/10.33682/6qmt-6mq3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,DM5,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501005.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501005.pdf,DM5,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""Homework,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/95uq-s06j",https://doi.org/10.33682/95uq-s06j,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Homework,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501006.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501006.pdf,Homework,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""Whatever,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/bqna-shds",https://doi.org/10.33682/bqna-shds,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Whatever,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501007.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501007.pdf,Whatever,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Sekou, Lasana M.",,2008,,"Lasana M. Sekou, ""St.Martin Children II,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/mc8m-vu38",https://doi.org/10.33682/mc8m-vu38,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,St.Martin Children II,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501008.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501008.pdf,St.Martin Children II,,Summer-Fall 2008,Lasana M. Sekou
+,2451/61976,"Boyce-Taylor, Cheryl",,2008,,"Cheryl Boyce-Taylor, ""Wild Sorrell,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/1vxd-36y3",https://doi.org/10.33682/1vxd-36y3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Wild Sorrell,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501009.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501009.pdf,Wild Sorrell,,Summer-Fall 2008,Cheryl Boyce-Taylor
+,2451/61976,"Boyce-Taylor, Cheryl",,2008,,"Cheryl Boyce-Taylor, ""After Chemo,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/wf1q-zqnr",https://doi.org/10.33682/wf1q-zqnr,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,After Chemo,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501010.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501010.pdf,After Chemo,,Summer-Fall 2008,Cheryl Boyce-Taylor
+,2451/61976,"Boyce-Taylor, Cheryl",,2008,,"Cheryl Boyce-Taylor, ""Borscht,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/69kq-ck18",https://doi.org/10.33682/69kq-ck18,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Borscht,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501011.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501011.pdf,Borscht,,Summer-Fall 2008,Cheryl Boyce-Taylor
+,2451/61976,"Boyce-Taylor, Cheryl",,2008,,"Cheryl Boyce-Taylor, ""Roy,"" Calabash: a Journal of Caribbean Arts and Letters 5, no. 1 (Summer-Fall 2008), https://doi.org/10.33682/2uyz-1uus",https://doi.org/10.33682/2uyz-1uus,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Roy,Article,1,Calabash: a Journal of Caribbean Arts and Letters,5,0501012.pdf,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501012.pdf,Roy,,Summer-Fall 2008,Cheryl Boyce-Taylor
