pdf_filename,author,author_index,author_problem,issue,volume,date-iso,date-text,issueurl,pdfname,title,title_noquotes,issn,journaltitle,publisher
0401056.pdf,Elvine Topac,"Topac, Elvine",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401056.pdf,"Osaira Muyale: Self, Memory and Exile","Osaira Muyale: Self, Memory and Exile",1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401072.pdf,Kit-Ling Tjon Pian Gi,"Gi, Kit-Ling Tjon Pian",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401072.pdf,Self-Portrait of the Artist Speaking in the Third Person,Self-Portrait of the Artist Speaking in the Third Person,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
missing pdf,Deborah Jack,"Jack, Deborah",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,missing pdf,Foremothers,Foremothers,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401004.pdf,Deborah Jack,"Jack, Deborah",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401004.pdf,Motherlines Or Breast Feeding the Diaspora,Motherlines Or Breast Feeding the Diaspora,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401021.pdf,Laila Haidarali,"Haidarali, Laila",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401021.pdf,Brown,Brown,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401045.pdf,Sandra Del Valle,"Valle, Sandra Del",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401045.pdf,Waiting for Grace,Waiting for Grace,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401070.pdf,A. Neil Deo,"Deo, A. Neil",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401070.pdf,"Bas' Panday, Coolie Prime Minister","Bas' Panday, Coolie Prime Minister",1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401071.pdf,A. Neil Deo,"Deo, A. Neil",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401071.pdf,Mystic Lover,Mystic Lover,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401094.pdf,Jorge David Capiello-Ortiz,"Capiello-Ortiz, Jorge David",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401094.pdf,Small Bodigos,Small Bodigos,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401096.pdf,Jorge David Capiello-Ortiz,"Capiello-Ortiz, Jorge David",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401096.pdf,Fish and Bread,Fish and Bread,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401136.pdf,Stephen Narain,"Narain, Stephen",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401136.pdf,Peanut Man,Peanut Man,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401138.pdf,Stephen Narain,"Narain, Stephen",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401138.pdf,Teacher Girl,Teacher Girl,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401140.pdf,Stephen Narain,"Narain, Stephen",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401140.pdf,Church Song,Church Song,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401134.pdf,Sassy Ross,"Ross, Sassy",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401134.pdf,Summer Nights,Summer Nights,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401135.pdf,Sassy Ross,"Ross, Sassy",,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401135.pdf,Reverence,Reverence,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0401098.pdf,Tiphanie Yanique Galiber,"Galiber, Tiphanie Yanique",author name -- usually known as Tiphanie Yanique,1,4,2006,Spring-Summer 2006,http://www.nyu.edu/calabash/vol4no1/,vol4no1/0401098.pdf,Exotic Beaches/Erotic Bodies: A Review of Oonya Kempadoo's Tide Running,Exotic Beaches/Erotic Bodies: A Review of Oonya Kempadoo's Tide Running,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402001.pdf,Dolace McLean,"McLean, Dolace",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402001.pdf,Writers Who Paint/Painters Who Write: Narratives and Aesthetics of the Anglophone Caribbean,Writers Who Paint/Painters Who Write: Narratives and Aesthetics of the Anglophone Caribbean,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402004.pdf,Tiphanie Yanique,"Yanique, Tiphanie",author name change,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402004.pdf,Soul-Jahs: An Introduction to Contemporary Caribbean Poetry in English,Soul-Jahs: An Introduction to Contemporary Caribbean Poetry in English,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402139.pdf,Jacqueline Bishop|Dolace McLean,"Bishop, Jacqueline;McLean, Dolace",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402139.pdf,(RE) Rooted: An Interview with Caryl Phillips,(RE) Rooted: An Interview with Caryl Phillips,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402037.pdf,Alwin A. D. Jones,"Jones, Alwin A. D.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402037.pdf,Rock City's Rock Lounge: The Poetics and Aesthetics of Community,Rock City's Rock Lounge: The Poetics and Aesthetics of Community,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402077.pdf,Mark McMorris,"McMorris, Mark",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402077.pdf,The Parthenon in Tobago: Encountering Derek Walcott after the 1970s,The Parthenon in Tobago: Encountering Derek Walcott after the 1970s,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402028.pdf,Diego Luna,"Luna, Diego",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402028.pdf,The Awakening,The Awakening,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402051.pdf,Neil T. Greenidge,"Greenidge, Neil T.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402051.pdf,An Accepted Child,An Accepted Child,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402007.pdf,Tregenza Roach,"Roach, Tregenza",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402007.pdf,Facing Mount Liamuiga: A St. Kitts Odyssey,Facing Mount Liamuiga: A St. Kitts Odyssey,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402012.pdf,Tregenza Roach,"Roach, Tregenza",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402012.pdf,Annie Mason Garvey 1915,Annie Mason Garvey 1915,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402015.pdf,Tregenza Roach,"Roach, Tregenza",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402015.pdf,What To Tell A Child About The Surrender,What To Tell A Child About The Surrender,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402018.pdf,Tregenza Roach,"Roach, Tregenza",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402018.pdf,The Kingdom Of Cloth,The Kingdom Of Cloth,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402117.pdf,Jacqueline Bishop,"Bishop, Jacqueline",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402117.pdf,In Conversation: Writing & Painting,In Conversation: Writing & Painting,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402124.pdf,Earl McKenzie,"McKenzie, Earl",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402124.pdf,A Philosopher Who Also Writes and Paints,A Philosopher Who Also Writes and Paints,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402133.pdf,Ralph Thompson,"Thompson, Ralph",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402133.pdf,On Writing & Painting,On Writing & Painting,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402021.pdf,Edward Baugh,"Baugh, Edward",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402021.pdf,Black Sand,Black Sand,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402022.pdf,Edward Baugh,"Baugh, Edward",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402022.pdf,The Dark Hole in the Garden,The Dark Hole in the Garden,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402116.pdf,Mervyn Morris,"Morris, Mervyn",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402116.pdf,Painter,Painter,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402019.pdf,Christian A. Campbell,"Campbell, Christian A.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402019.pdf,A Dream of Fire,A Dream of Fire,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402062.pdf,Joanne C. Hillhouse,"Hillhouse, Joanne C.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402062.pdf,Prospero's Education,Prospero's Education,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402063.pdf,Joanne C. Hillhouse,"Hillhouse, Joanne C.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402063.pdf,Da's Calypso,Da's Calypso,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402065.pdf,Joanne C. Hillhouse,"Hillhouse, Joanne C.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402065.pdf,The Arrival,The Arrival,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402027.pdf,Ian McDonald,"McDonald, Ian",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402027.pdf,Speaking to the Gods,Speaking to the Gods,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402128.pdf,Delores Gauntlett,"Gauntlett, Delores",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402128.pdf,Pocomania,Pocomania,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402129.pdf,Delores Gauntlett,"Gauntlett, Delores",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402129.pdf,DoctorBird,DoctorBird,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402045.pdf,Kei Miller,"Miller, Kei",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402045.pdf,Book of Songs,Book of Songs,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402048.pdf,Lelawatee Manoo-Rahming,"Manoo-Rahming, Lelawatee",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402048.pdf,Parang Serenade In Two Parts,Parang Serenade In Two Parts,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402130.pdf,Hyacinth Hall,"Hall, Hyacinth",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402130.pdf,Dry Season,Dry Season,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402031.pdf,Natasha Marin,"Marin, Natasha",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402031.pdf,Malade Imaginaire,Malade Imaginaire,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402114.pdf,Mervyn Morris,"Morris, Mervyn",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402114.pdf,The Lovers,The Lovers,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402115.pdf,Mervyn Morris,"Morris, Mervyn",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402115.pdf,A Daughter's Recollection,A Daughter's Recollection,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402122.pdf,Earl McKenzie,"McKenzie, Earl",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402122.pdf,The Poinciana Bough,The Poinciana Bough,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402123.pdf,Earl McKenzie,"McKenzie, Earl",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402123.pdf,A Discovery of Mangoes,A Discovery of Mangoes,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402075.pdf,Velma Pollard,"Pollard, Velma",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402075.pdf,In the House of Memory,In the House of Memory,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402023.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402023.pdf,Both Sides,Both Sides,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402025.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402025.pdf,My Sister's Voice,My Sister's Voice,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402026.pdf,Opal Palmer Adisa,"Adisa, Opal Palmer",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402026.pdf,My School's Voice,My School's Voice,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402032.pdf,Niki Johnson,"Johnson, Niki",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402032.pdf,Mongooses,Mongooses,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402034.pdf,Niki Johnson,"Johnson, Niki",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402034.pdf,5 Years Later,5 Years Later,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402068.pdf,Edgar O. Lake,"Lake, Edgar O.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402068.pdf,Little Richard's Second Coming,Little Richard's Second Coming,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402070.pdf,Edgar O. Lake,"Lake, Edgar O.",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402070.pdf,Walcott Reads to Brodsky's God-Mother,Walcott Reads to Brodsky's God-Mother,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402046.pdf,Althea Romeo-Mark,"Romeo-Mark, Althea",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402046.pdf,Revolution and Reggae,Revolution and Reggae,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402059.pdf,Adziko Simba,"Simba, Adziko",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402059.pdf,The Blacks and The Blues,The Blacks and The Blues,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402035.pdf,Verna George,"George, Verna",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402035.pdf,In Miami Immigration,In Miami Immigration,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402113.pdf,Basil Warner,"Warner, Basil",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402113.pdf,Exile,Exile,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402061.pdf,Everton Sylvester,"Sylvester, Everton",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402061.pdf,Fiah,Fiah,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402067.pdf,Renuka Maraj,"Maraj, Renuka",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402067.pdf,Hissing Venom,Hissing Venom,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402132.pdf,Ralph Thompson,"Thompson, Ralph",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402132.pdf,Seasons,Seasons,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402131.pdf,Raymond Mair,"Mair, Raymond",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402131.pdf,Exile,Exile,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402072.pdf,paula obė,"obė, paula",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402072.pdf,Men in Robes,Men in Robes,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0402074.pdf,paula obė,"obė, paula",,2,4,2007,Spring-Summer 2007,http://www.nyu.edu/calabash/vol4no2/,/calabash/vol4no2/0402074.pdf,Late Night Rhapsody,Late Night Rhapsody,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501028.pdf,Earl McKenzie,"McKenzie, Earl",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501028.pdf,Poet,Poet,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501029.pdf,Steven Cramer,"Cramer, Steven",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501029.pdf,Dorado,Dorado,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501030.pdf,Gwyneth Barber-Wood,"Barber-Wood, Gwyneth",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501030.pdf,The Verandah,The Verandah,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501031.pdf,Millicent A. Graham,"Graham, Millicent A.",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501031.pdf,Yellow Dog,Yellow Dog,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501032.pdf,Cordella Lewis,"Lewis, Cordella",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501032.pdf,Brother Jonathan,Brother Jonathan,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501033.pdf,Carroll Edwards,"Edwards, Carroll",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501033.pdf,Rhythms of Life,Rhythms of Life,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501035.pdf,Francis Coke,"Coke, Francis",ambiguous,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501035.pdf,My Gramma Cleo,My Gramma Cleo,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501036.pdf,Francis Coke,"Coke, Francis",ambiguous,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501036.pdf,My Daughter Grows Up,My Daughter Grows Up,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501034.pdf,Hyacinth Hall,"Hall, Hyacinth",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501034.pdf,Heartland,Heartland,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501037.pdf,Frances-Marie Coke,"Coke, Frances-Marie",ambiguous,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501037.pdf,The Veranda: A Tribute,The Veranda: A Tribute,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501038.pdf,Sharon Leach,"Leach, Sharon",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501038.pdf,Mortals,Mortals,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501039.pdf,Veronica Carnegie,"Carnegie, Veronica",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501039.pdf,Fly Saw Clearly,Fly Saw Clearly,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501040.pdf,Verna George,"George, Verna",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501040.pdf,In Heroes' Circle,In Heroes' Circle,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501041.pdf,Verna George,"George, Verna",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501041.pdf,Childhood,Childhood,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501042.pdf,Ann-Margaret Lim,"Lim, Ann-Margaret",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501042.pdf,"""When I Die""",When I Die,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
0501043.pdf,Ann-Margaret Lim,"Lim, Ann-Margaret",,1,5,2008,Summer-Fall 2008,http://www.nyu.edu/calabash/,/calabash/vol5no1/0501043.pdf,The Cave,The Cave,1531-6661,Calabash: a Journal of Caribbean Arts and Letters,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures
